Hope,ಸೂಪರ್ ಸರ್ ಈ ಸಾಂಗ್ ನನಿಗಂತೂ ತುಂಬ ಈ ಆಡು ದಿಫ್ಫ್ರೆಂಟ್ ಅಂತ ಅನಿಸಿದರೆ ನನ್  ಫೇವರೆಟ್ ಸಾಂಗ್ ಆಗಿದೆ ಕಣ್ರೀ. ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸರ್ ವಾಯ್ಸ್ please more then peples watch this song super ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ. ಇಷ್ಟ ಆದ್ರೆ ಲೈಕ್ ಮಾಡಿ. ಇಷ್ಟ ಆಗಲಿಲ್ಲವಾ ಸುಮ್ನೆ ಕುತ್ಕೊಳ್ಳಿ ಯಾಕ್ ಸುಮ್ನೆ  ಡಿಸ್ ಲೈಕ್ ಮಾಡ್ತೀರ
Hope,avAnE shriMAN NaRAyana..
Hope,No doubt edu charitre srustiso  avatharane
Not-Hope,ravi chandra ಸಂಗ ಸ
Not-Hope,ಚೇಳ್ ತಿನ್ನೋ ಚಪ್ಪರ್ ನನ್ಮಕ್ಳು🤣
Hope,Anna super aaegi magadheera videos entertainment new folder
Not-Hope,devare devare devare devare shivane tandheye appane nivu super super duper mind blowing hero forever forever
Not-Hope,Hands Upn Tamil Nadu
Hope,Brother nange kanniranna control madlikke agalilla... Nanage nanna ammana nenapu kadtide... Jotege idu out of feeling..
Hope,Super Guru neenu
Hope,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ....
Not-Hope,Ee video dalli adtiro game yavdu
Not-Hope,ಉರ್ಸೋಕೆ ನಿಂತ್ರೆ ಕನ್ನಡದವರು ಚರಿತ್ರೆ ಬರೀತಾರೆ ಅಂತ ಗೊತ್ತಾಗಲಿ.. ಕೆಲವು ಕಿಡಿಗೇಡಿಗಳಿಗೆ..
Not-Hope,@Yash cult Guru ellaa actors ade halkaa kelsaa maadodu bidappa raaja...
Hope,Thumba chanegide sir
Not-Hope,Yen song guru Superb
Not-Hope,Mathondu video edre haki
Not-Hope,Waiting  ASN
Not-Hope,Actually idu idu chanagirodu
Not-Hope,Bro hubli Mandi voice nallu madi chennagiruthe
Not-Hope,Nimman kelu adna
Not-Hope,Bari mosa Kano
Hope,Plz chance kodi nodi avar acting
Not-Hope,Aa bindu gowda nad innitar support madovrge hilieghtag troll madi bro life nal tiktok bagge matadbardu
Not-Hope,Basavaraj Marennavar bangaradamanususya
Not-Hope,Darshan kacha thinogu sule magne
Not-Hope,Trailer tumba channagide
Hope,Idu talent ..
Hope,Thriller Movie Andre ee Tara Irbeku
Not-Hope,@Nandi Parthasarathi ನಿ ಮುಂಡೆ
Hope,ನನಗೆ ಮಹಾಭಾರತ ಕಥೆ ಕೇಳಲು ತುಂಬಾ ಇಷ್ಟ ನಾನು ಮಹಾಭಾರತ ಓದಿದ್ದೆನೆ
Not-Hope,Le gandu nan magane
Not-Hope,Sexyyy song nHindi elroooo
Not-Hope,ಕನ್ನಡಿಗ ಕಲಾರಸಿಕ nAvane Srimannarayana Trailer-BGM n          Re-Createdn
Not-Hope,Banni hagadre matadaskond barona
Not-Hope,NKN tiktok ban agbeku aste
Hope,ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸಲಿ...ಕನ್ನಡದ ಹವಾ ಬಹಳ ಜೋರಾಗಿದೆ ಭಾರತೀಯ ಚಿತ್ರರಂಗದಲ್ಲಿ...ಹೆಮ್ಮೆಯ ವಿಷಯ..ನಮ್ಮೆಲ್ಲರಿಗೂ
Hope,ಸುಪರ್ ಇಟ್ ಸಾಂಗ್ ಡಿ ಬಾಸ್ ಆಗಲೇ ಬೇಕಿತ್ತು ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ
Hope,Charitre shrushtiso avatara
Not-Hope,Step was amazing 🥰 lv u raksh
Not-Hope,Xi XP Zurich
Hope,Hamsalekha feel yarige bantu like madi...
Not-Hope,@SURAKSH SHETTY naa yaavatu Shetty bandagindha Kannada industry ketede antha helilla aadre bereyavaru eedare evaara banner aali baari majority aage Shetty nee eerodu
Not-Hope,Unlike madiroru bevarsigalu.
Not-Hope,BOSS VIDEO SONG MOSTER HIT
Not-Hope,Tik tok ban madirodrinda yargadru bejaragi frustration agidre bandu nan tun  undbidri samadaana agbahdu ella Andre Nim helna neeve tindbidi soo mindri mundera adra madorgu nimgu no changes e comment ge yalla Hindustan supporters reply maadinnChaina support madorge yav Tara k beku
Hope,ಇದು ಒಳ್ಳೆಯ ಹಾಡು...ಒಳ್ಳೆಯ ಹಾಡುಗಳು ಕೇಳ್ತಾ ಕೇಳ್ತಾ ಇಷ್ಟ ಆಗುತ್ತವೆ...
Not-Hope,I like it
Not-Hope,ಸರಿಯಾಗಿ ಹೇಳಿದಿರಿ ಬ್ರದರ್
Not-Hope,1.6k people are not liking this....innna en beko maaraya nimga ...
Hope,En guru nim video ge fan agode aitu nimge namma kade inda subscribe
Not-Hope,@vinay vinu kanditha bro shigradalli
Not-Hope,Tik tok super app anna
Not-Hope,Super Anna Jai D boss
Not-Hope,En song Guru... Namma Narayana Namma hemme all India fidha agibitdhe nimge ....
Not-Hope,Hwdu guru alredy 30 sala nodidini
Hope,ಫೆಂಟಾಸ್ಟಿಕ್ ಸಾಂಗ್ ಇನ್ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಫುಲ್ ಡಿಫರೆಂಟ್ ಟೈಪ್ song ಫುಲ್ ಗಿಚ್ಚ
Hope,Neev mado pratiyond videos galu mukake ekda tegdu oddag irutte bidi bro and nim voicenim big fan agbitidivi bro......
Not-Hope,Sir Nam kannada hudga andre enu anta ha loper manganna ni ge torsi sir next film nalli in yavano sikkudre avna hinde nu hogtale avlu kannadigara takattu enu anta avlige gottagbeku
Not-Hope,Superbly song by Vijay prakash
Not-Hope,shankarnag sir & uppi sir nantara obb uttama actor & director sikkidane nam kannada industry ge Rakshit shatty
Not-Hope,Chindi song  Vijay prakash fans hit like here
Not-Hope,@RADHA RADHA HI radha mem...uta ayta..sry month end wrk tumba jasti...free na
Not-Hope,@BAD BOY yappa Modlu Arta ago Tara type maadu
Not-Hope,Superb songnದೀಪಣ್ಣನ ಅಭಿಮಾನಗಳ ಕಡೆಯಿಂದ ರಕ್ಷಿತ ಶೆಟ್ಟಿಯವರಿಗೆ ಶುಭವಾಗಲಿ....
Hope,ಸೂಪರ್ ಸೋಮಣ್ಣ ಮಾಚಿಮಾಡ  ಇಂತಹ ಒಳ್ಳೆಯ ಕೆಲಸ ಇನ್ನೂ ಮುಂದುವರಿಯಲಿ  ಶಂಕರ್ ಸರ್ ನಿಮ್ಮ ನೇರವಾದ ಮತ್ತು ವಾಸ್ತವವಾದ ಮಾತಿಗೆ
Hope,D boss bro dainamic price Prajwal Devaraj
Not-Hope,Rashmika missed him!
Hope,Amazed Amazing Amazefull
Not-Hope,Nim video yella entertainment ede keep rocking
Hope,@vinay vinu ಅಶ್ವತ್ಥಾಮ ಹೇಗೆ ಚಿರಂಜೀವಿಯೋ ಹಾಗೆಯೇ ಭಗವಾನ್ ಪರಶುರಾಮರು ಚಿರಂಜೀವಿನೆ ಅಲ್ವಾ... ಹೇಗಾದ್ರು ಮಾಡಿ ಅವರ ಹತ್ರ ಇರೋ ಅಸ್ತ್ರಗಳನ್ನು ಪ್ರಯೋಗಿಸಿ ಪಾಕಿಸ್ತಾನದ ಉಗ್ರಗಾಮಿಗಳನ್ನ ನಾಶ ಮಾಡೋಕ್ಕಾಗಲ್ವ...
Not-Hope,@shivaraj shivu ನೀನು IAS  officerಆ????? uneducated ಅಂತ ಹೇಳ್ತೀಯ.... but ನೆಟ್ಟಗೆ type ಮಾಡೋಕು ಬರಲ್ಲ.... ಕುಡುಕರನ್ನ drinkers ಅಂತ ಅಲ್ಲ
Hope,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ
Not-Hope,Anna game yavudu anna adu
Not-Hope,Super Anna enu ugiri chanagi
Not-Hope,@Mahesh Babu sule magne
Hope,Keep rocking bro
Not-Hope,nice kalaa....ncontinue madu...
Hope,Super guru est chennagi arta madisidira
Hope,ಅಣ್ಣಾ ಈ ವಿಡಿಯೋ ಮಾಡಿದಕ್ಕೆ ನಿನ್ಗೊಂದು ದೊಡ್ಡ ನಮಸ್ಕಾರ ಚೆನ್ನಾಗಿ ಹೇಳಿದೆ
Not-Hope,Yarg artha agilvo lyrics nodi
Not-Hope,Hatrale akige bindu gowda ge
Hope,ವಾವ್ ಸಕ್ಕತ್ ಆಗಿದೆ ಗುರು
Not-Hope,Awsum guru enu swalpa hugiri
Not-Hope,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವಾತರ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ
Not-Hope,Yar yaru ashwattama badukidanendu nambutero Elli ondu like madi
Not-Hope,Mostly nimma mate keli tic tok ban agirbeku ಅಣ್ಣ ಏನಾದ್ರು ಆಗ್ಲಿ  ನಮ್ಮ  ಅಸೆ ನೆರವೇರಿತು tq u ಮೋದಿಜಿ
Not-Hope,Super sangs super movie
Not-Hope,Mumbai alli release madi
Hope,ಇದು  ಚರಿತ್ರೆ  ಸೃಷ್ಟಿಸೊ  ಅವತಾರ... ನಮ್ಮ  ನಾರಾಯಣ....
Hope,Super guru
Hope,Super  sar
Not-Hope,Unlike madirorella d rsmka fans
Not-Hope,Jonny andre Jayarama irbahuda??
Not-Hope,@F M S rakahith is shit man
Hope,Tugari tippa super...
Not-Hope,Bro instagram nalli vagul dengorige edetara aapidri bro
Hope,ಆಶಿಕ ಸುಮ್ನೆ ನೀವೇ ಮದುವೆ ಆಗಿ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅವರಿಗೆ .... ಜೋಡಿ ತುಂಬಾ ಚೆನ್ನಾಗಿರುತ್ತೆ....nnIn beauty you >>>>>>>>>>•••• Rashmika
Not-Hope,adeno gottilla tumba ista ayta nimage???
Not-Hope,Ammanagedi chindi voice l helidiya guru
Hope,ಸಾಮಾನ್ಯ ಮನುಷ್ಯ ಶಂಕರ್ ಸರ್  ನಮಗೆ ನೀವು ಮಾದರಿ
Hope,sr u r great sr nimage Kannada chitrarangadalli avakashagalu sigalli sr sudeep sr darashan sr mattu yesh sr plz yella Kannada hirogalu nim pilimagalalli avakashagalu  kudri plz plz plz  plz plz
Not-Hope,@Manjunath shetty Bhatkal bro...nanna friend Manju film industrynalli iddane...namma urinavre...nanna friend...nanna contactnalli iddne... script matadiddeve....ottige seri discuss madona ...
Hope,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ಸೂಪರ್‌ ಸಾ೦ಗ್ ರಕ್ಷಿತ ಅಣ್ಣ ಸೂಪರ್‌  ಆಲ ದಿ ಬೆಸ್ಟ್ ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ
Not-Hope,Adege astondu currect aagi heltira madam
Not-Hope,@Nandi Parthasarathi ಅಂತೂ ಒಪಿಕೊಂಡಲ್ಲ ದೊಡ್ಡ ಷಂಡ ಅಂತಾ
Hope,god bless you sir
Not-Hope,ಇದರಲ್ಲಿ ಎನ್ ಚನ್ನಗಿದಿಯೊ ಗೊತ್ತಿಲ್ಲ ಆದರೇ ಮ್ಯೂಸಿಕ್ ಡ್ಯಾನ್ಸ್  ಚಿಂದಿ ಆಗಿದೆ.
Not-Hope,ಗುರು ulti movie Superb Chindi
Hope,ಪ್ರಜ್ವಲ್ ದೇವರಾಜ ಗೆ ಈ ಸಿನಿಮಾ ಟರ್ನಿಂಗ್  ಪಾಯಿಂಟ್ ಅಗೋಡ್4ಅಲ್ಲಿ ಅನುಮಾನನೆ ಇಲ್ಲ
Hope,ಜೀವನದಲ್ಲಿ ಶ್ರದ್ಧೆ ಮುಖ್ಯ.....  ಶ್ರದ್ಧೆ    ನಮ್ಮನ್ನು ಯಶಸ್ಸಿನ ಬೆನ್ನ ಹತ್ತುತ್ತಿಸುತ್ತದೆ.....
Not-Hope,Enu baitira guruve
Not-Hope,Shashanka AS  ok
Not-Hope,ವಾವ ಸುಪರ್ ಅನಾಲಸಿಸ್ನಮ್ಮ ದೇಶ ಓಳ್ಳೇದೆ...ಮಾತ ಜಾಸ್ತಿ  ಕೆಲಸ ಕಮ್ಮಿ.....ನನ್ನು ಸೇರಿ.
Not-Hope,Supar sir ravichandar Tara kantiddirara sir
Not-Hope,Super super rakshit Shetty king.star
Not-Hope,#1 ON TRENDING
Hope,Yena editing guru
Not-Hope,Kannadadalli ee Tara cinematography iro movies innu barli
Not-Hope,Thu thukali trailer
Not-Hope,ಬಿಂದು ಗೌಡ ಟಿಕ್ ಟಾಕ್  ಬ್ಯಾನ್ ಆಯಿತು ಮನೇಲಿ ಪಾತ್ರೆ ತೊಳಿ
Not-Hope,En music guru
Hope,Super kantha
Not-Hope,Curectagi mathadodanna kali..
Not-Hope,@Sachin Y S ik pakka avara irtar
Not-Hope,@Nandi Parthasarathi gaandu sule
Not-Hope,ಇ ಎಡಿಟ್ ಹೇಗಿದೆn
Hope,15 days inda bari dia movie status akthaedini bro awesome movie bro
Not-Hope,Kateya kone channagilla
Not-Hope,Superb song..superb making love you Rakshith sir..
Not-Hope,havdhu Nama manegu bandhidha .asshvathama
Not-Hope,Super sir 🤣
Hope,ಇನ್ನೂ ಎಲ್ಲೆಲ್ಲಿ ಕೇಳ್ತವ್ರೋ.... ಅದೆಲ್ಲಾ report ಇವನಿಗೆ ಕೊಡ್ರೋ... ಅವನ reasearch ಗೆ  help ಆಗ್ಲಿ
Hope,@shashikiran shetty BPL card irovru. Avrge ration kodlebeku nEducation alli free kottu support madbeku. Yestond jana rank togondirtare adre avrge dudiralla education madoke avrge free irbeku nnReservation poor people ge yak handre avru sariyagi study madoke hagiralla dudui tirtare jotege hodbeku nnDud irovru  hodtare
Not-Hope,ಯಾರ್ಯಾಗ್ ಈ ಸಾಂಗ್ ಇಷ್ಟ ಆಯ್ತು ಲೈಕ್ ಮಾಡಿ...
Hope,Super avanu helidanalla yelo galate ante avanu sikudre japli yelo togoduu odibeku tuuu.nNivu inu roste madtairi..nJai creative kannadiga..
Hope,Super song
Not-Hope,I like it sr good job
Not-Hope,ನಾನು ಲೈಕ್ ಮಾಡಿದೆ
Hope,ಸುಪರ್ ಅವನೆ ಶ್ರೀಮನ ನಾರಾಯಣ
Not-Hope,TUNNE YASH BOLIMAGANE
Not-Hope,Hand's up
Not-Hope,Pakk film sound madee  madutte annoruu like madii..
Hope,ರಾಮ ರಾಮ ತುಸು ದಕ್ಷ ವೃಪ ಜಾರಿಪ
Not-Hope,ಈ ಹಾಡಿಗೇ  ಥಿಯೇಟರ್ ಅಲ್ಲಿ ಸ್ಟೇಪ್ಸ್ ಹಾಕೋದೋರು ಓಂದು like  ಕೋಡ್ರೋ
Not-Hope,ನಮ್ಮ ದೇಶದಲ್ಲಿ ಸ್ವಲ್ಪ ಜನ ದೇಶದ ಬಗ್ಗೆ ಯೋಚನೆ ಮಾಡೋದು ಬಿಟ್ಟ  . ಬಕೆಟ್ ಹಿಡಿಯೋ ಕೆಲಸ ಚನ್ನಾಗಿ ಮಾಡ್ತಾರೆ ಅಣ್ಣಾ ಅದಕ್ಕೆ ಹೀಗೆಲ್ಲ ಮಾಡ್ತಾರೆ ಅವರು....nDeshakkagi jeeva kotta aa yodhariginta e talent ankond yellargu irritate maado jana ne hechhu anna.... nIndia bagge swalp aadru kalaji idre a application uninstall madri guru .nDeshad bagge bhakti illa andre illi irok nalayakka avaru .....
Not-Hope,@kinu0505 report him
Hope,ಸಾರ್ ಕಾಯಕವೇ ಕೈಲಾಸ ಹ್ಯಾಟ್ಸ್ ಆಫ್ ನಿಮ್ಗೆ ನಿಮ್ಮಿಂದ ಒಂದು ಪಾಠ ಕಲಿತೆ ಅದು ಕೆಲ್ಸ ಯಾವುದೇ ಆಗಲಿ ಅದನ್ನು ಶ್ರದ್ಧೆಯಿಂದ ಮಾಡ್ಬೇಕು ಅನ್ನೋದು ಧನ್ಯವಾದ ಸಾರ್ ನಿಮ್ಗೆ
Hope,Good song nPakka hit agutha
Not-Hope,@prithvi nayak ನಿಮ್ಮ ಅವ್ವುನ್ ಹತ್ರಾ ಹೋಗು ಕೊಡ್ತಾಳೆ ತಿಕಾ ನಾ
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
Hope,Sir nam deshadalli political sari erbeku jati beda elde balbeku avaga devolop agbhdu
Not-Hope,Sir albede life enjoy madbedi Mahabharata odi
Not-Hope,idu beku guru china soole maklige innu kodu guru superrrr  guru
Not-Hope,Spoon beesidava Rishab Shetty
Not-Hope,Hands up
Not-Hope,Sariyagi helidira bro
Hope,ಎಲ್ಲರೂ HANDS UP ಸೈಲೆಂಟ್ ಆಗಿರಿ ಶ್ರೀ ಮನ್ನಾ ರಾಯನ ಬಂದವ್ನೆ...
Hope,superb superb superb
Not-Hope,Bro nan phone thagandaginda nu aa galeej app install madilla.adre adu yavdo ragitu goditu antharalla (share it ) na delete mad de
Not-Hope,ADBHUTHA  Sathya
Not-Hope,ನಿಮಗೆ ಸರಿಯಾಗಿ ಅರ್ಥ ಆಗ್ತಿಲ್ಲ ಅಮರಪ್ರಸಾದ
Hope,ಕನ್ನಡ ನಾಡಿನ ಕೀರ್ತಿ ಜಗತ್ತಿನೆಲ್ಲೆಡೆ ಹರಡಲಿ ಅಂತ ಬಯಸುತ್ತೇನೆ
Not-Hope,Nim bagge nanu kai hetthi mugithini shankar ashwath sir
Hope,TREND SETTING SONG
Hope,Ee song nodtha eroru ennomme trailer nodi.....
Hope,Innu enta avrige hege helbeku anna desha anta bandaga ellaru ki jodisbeku enta avrige nam deshada sinikaru prana kodbeka adike kendra sarkara ne  e tik  tok  ban madbeku
Not-Hope,Nav avnaa meet agboda sir?
Hope,Hi super bro
Hope,God bless u ashwath Sir nimma harogya chennagirali
Hope,Hundred persent true guruuu
Not-Hope,Super bro keep doing bro
Not-Hope,Booking start  ಮಾಡಿ
Hope,wowww superb song
Hope,Anna nin padha Xerox kodanna
Not-Hope,#DBOSS  ದರ್ಶನ್ ಅಣ್ಣನ ಅಭಿಮಾನಿಗಳ ಕಡೆ ಇಂದ All the best
Not-Hope,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ನಮ್ಮ ಕನ್ನಡ  ಇಂಡಸ್ಟ್ರಿ ನ ಬೆಳವಣಿಗೆ ಮಾಡಲಿಕ್ಕೆ ಬಂದ ಇನ್ನೊಬ್ಬ ರಜಕುಮರ್ ಅಣ್ಣಾವ್ರು ಒಂದು ಲೈಕ್ ಮತ್ತೆ ಎಷ್ಟೊಂದು ಜನರು ಕನ್ನಡದಲ್ಲಿ ಕಾಮೆಂಟ್ ಮಾಡಿದವರಿಗೂ ಹ್ಯಾಂಡ್ಸಪ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ
Not-Hope,Tik Tok Banned Jolly Jolly  Jai Hind Jai Karnataka
Hope,ನಾವ್ ಲಕ್ಷ್ಮೇಶ್ವರ ದವರ nಸೂಪರ್
